id,path,w2v_path,title,year,genres
1631,/kaggle/input/2024-dl-final/train/1631.jpg,/kaggle/input/2024-dl-final/train_w2v/1631.npy,A Real Young Girl,1976,['Drama']
1660,/kaggle/input/2024-dl-final/train/1660.jpg,/kaggle/input/2024-dl-final/train_w2v/1660.npy,Small Change,1976,"['Comedy', 'Drama']"
1661,/kaggle/input/2024-dl-final/train/1661.jpg,/kaggle/input/2024-dl-final/train_w2v/1661.npy,Gigantic,1999,"['Drama', 'Comedy']"
1675,/kaggle/input/2024-dl-final/train/1675.jpg,/kaggle/input/2024-dl-final/train_w2v/1675.npy,Day for Night,1973,"['Comedy', 'Drama']"
1690,/kaggle/input/2024-dl-final/train/1690.jpg,/kaggle/input/2024-dl-final/train_w2v/1690.npy,Hostel,2006,['Horror']
1691,/kaggle/input/2024-dl-final/train/1691.jpg,/kaggle/input/2024-dl-final/train_w2v/1691.npy,Hostel: Part II,2007,['Horror']
1693,/kaggle/input/2024-dl-final/train/1693.jpg,/kaggle/input/2024-dl-final/train_w2v/1693.npy,Monster Man,2003,['Horror']
1697,/kaggle/input/2024-dl-final/train/1697.jpg,/kaggle/input/2024-dl-final/train_w2v/1697.npy,Grave Decisions,2006,"['Drama', 'Comedy']"
1699,/kaggle/input/2024-dl-final/train/1699.jpg,/kaggle/input/2024-dl-final/train_w2v/1699.npy,Anatomy 2,2003,"['Horror', 'Thriller']"
1717,/kaggle/input/2024-dl-final/train/1717.jpg,/kaggle/input/2024-dl-final/train_w2v/1717.npy,All the King's Men,2006,"['Drama', 'Thriller']"
1719,/kaggle/input/2024-dl-final/train/1719.jpg,/kaggle/input/2024-dl-final/train_w2v/1719.npy,The Soft Skin,1964,"['Drama', 'Romance']"
1736,/kaggle/input/2024-dl-final/train/1736.jpg,/kaggle/input/2024-dl-final/train_w2v/1736.npy,Shoppen,2007,"['Comedy', 'Drama']"
1774,/kaggle/input/2024-dl-final/train/1774.jpg,/kaggle/input/2024-dl-final/train_w2v/1774.npy,The Big One,1997,['Documentary']
1785,/kaggle/input/2024-dl-final/train/1785.jpg,/kaggle/input/2024-dl-final/train_w2v/1785.npy,May Fools,1990,"['Comedy', 'Drama']"
1787,/kaggle/input/2024-dl-final/train/1787.jpg,/kaggle/input/2024-dl-final/train_w2v/1787.npy,Les Biches,1968,"['Drama', 'Romance']"
1817,/kaggle/input/2024-dl-final/train/1817.jpg,/kaggle/input/2024-dl-final/train_w2v/1817.npy,Phone Booth,2003,['Thriller']
1819,/kaggle/input/2024-dl-final/train/1819.jpg,/kaggle/input/2024-dl-final/train_w2v/1819.npy,"You, Me and Dupree",2006,"['Comedy', 'Romance']"
1825,/kaggle/input/2024-dl-final/train/1825.jpg,/kaggle/input/2024-dl-final/train_w2v/1825.npy,Over the Top,1987,"['Action', 'Drama']"
1826,/kaggle/input/2024-dl-final/train/1826.jpg,/kaggle/input/2024-dl-final/train_w2v/1826.npy,Russian Dolls,2005,"['Comedy', 'Drama', 'Romance']"
1831,/kaggle/input/2024-dl-final/train/1831.jpg,/kaggle/input/2024-dl-final/train_w2v/1831.npy,The Next Best Thing,2000,"['Comedy', 'Drama', 'Romance']"
1837,/kaggle/input/2024-dl-final/train/1837.jpg,/kaggle/input/2024-dl-final/train_w2v/1837.npy,The Secret,2000,"['Romance', 'Drama']"
1845,/kaggle/input/2024-dl-final/train/1845.jpg,/kaggle/input/2024-dl-final/train_w2v/1845.npy,2 Days in Paris,2007,"['Comedy', 'Romance']"
1853,/kaggle/input/2024-dl-final/train/1853.jpg,/kaggle/input/2024-dl-final/train_w2v/1853.npy,In the Realms of the Unreal,2004,['Documentary']
1859,/kaggle/input/2024-dl-final/train/1859.jpg,/kaggle/input/2024-dl-final/train_w2v/1859.npy,Ninotchka,1939,"['Comedy', 'Romance']"
1901,/kaggle/input/2024-dl-final/train/1901.jpg,/kaggle/input/2024-dl-final/train_w2v/1901.npy,In Good Company,2004,"['Comedy', 'Drama', 'Romance']"
1908,/kaggle/input/2024-dl-final/train/1908.jpg,/kaggle/input/2024-dl-final/train_w2v/1908.npy,Inherit the Wind,1960,['Drama']
1912,/kaggle/input/2024-dl-final/train/1912.jpg,/kaggle/input/2024-dl-final/train_w2v/1912.npy,Reclaim Your Brain,2007,"['Comedy', 'Drama']"
1914,/kaggle/input/2024-dl-final/train/1914.jpg,/kaggle/input/2024-dl-final/train_w2v/1914.npy,FC Venus,2006,"['Comedy', 'Romance']"
1917,/kaggle/input/2024-dl-final/train/1917.jpg,/kaggle/input/2024-dl-final/train_w2v/1917.npy,Who Killed Bambi?,2003,['Thriller']
1919,/kaggle/input/2024-dl-final/train/1919.jpg,/kaggle/input/2024-dl-final/train_w2v/1919.npy,Away from Her,2007,"['Drama', 'Romance']"
1935,/kaggle/input/2024-dl-final/train/1935.jpg,/kaggle/input/2024-dl-final/train_w2v/1935.npy,Me and My Sister,2004,"['Drama', 'Comedy']"
1943,/kaggle/input/2024-dl-final/train/1943.jpg,/kaggle/input/2024-dl-final/train_w2v/1943.npy,Rosebud ,1975,"['Action', 'Thriller']"
1945,/kaggle/input/2024-dl-final/train/1945.jpg,/kaggle/input/2024-dl-final/train_w2v/1945.npy,Nell,1994,"['Drama', 'Thriller']"
1950,/kaggle/input/2024-dl-final/train/1950.jpg,/kaggle/input/2024-dl-final/train_w2v/1950.npy,Lucky You,2007,"['Drama', 'Romance']"
1957,/kaggle/input/2024-dl-final/train/1957.jpg,/kaggle/input/2024-dl-final/train_w2v/1957.npy,Enough,2002,"['Drama', 'Thriller']"
1963,/kaggle/input/2024-dl-final/train/1963.jpg,/kaggle/input/2024-dl-final/train_w2v/1963.npy,The Bow,2005,['Drama']
1964,/kaggle/input/2024-dl-final/train/1964.jpg,/kaggle/input/2024-dl-final/train_w2v/1964.npy,A Friend of Mine,2006,['Drama']
1967,/kaggle/input/2024-dl-final/train/1967.jpg,/kaggle/input/2024-dl-final/train_w2v/1967.npy,Ask the Dust,2006,"['Romance', 'Drama']"
1968,/kaggle/input/2024-dl-final/train/1968.jpg,/kaggle/input/2024-dl-final/train_w2v/1968.npy,Fools Rush In,1997,"['Comedy', 'Drama', 'Romance']"
1975,/kaggle/input/2024-dl-final/train/1975.jpg,/kaggle/input/2024-dl-final/train_w2v/1975.npy,The Grudge 2,2006,"['Horror', 'Thriller']"
1988,/kaggle/input/2024-dl-final/train/1988.jpg,/kaggle/input/2024-dl-final/train_w2v/1988.npy,A Mighty Heart,2007,"['Drama', 'Thriller']"
1989,/kaggle/input/2024-dl-final/train/1989.jpg,/kaggle/input/2024-dl-final/train_w2v/1989.npy,My Blueberry Nights,2007,"['Drama', 'Romance']"
1998,/kaggle/input/2024-dl-final/train/1998.jpg,/kaggle/input/2024-dl-final/train_w2v/1998.npy,Holy Lola,2004,['Drama']
1999,/kaggle/input/2024-dl-final/train/1999.jpg,/kaggle/input/2024-dl-final/train_w2v/1999.npy,In the Bedroom,2001,"['Drama', 'Thriller']"
2012,/kaggle/input/2024-dl-final/train/2012.jpg,/kaggle/input/2024-dl-final/train_w2v/2012.npy,Silent Light,2007,"['Drama', 'Romance']"
